"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000000","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"2","0.000021526","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"3","0.000024940","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"4","0.000027979","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"5","0.000030735","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"6","0.000054195","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=244 Win=9617 Len=0 TSval=2474322998 TSecr=519146535"
"7","0.008952330","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"8","0.008977864","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"9","0.009578550","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=297 Win=9617 Len=0 TSval=2474323007 TSecr=519146547"
"10","0.018001611","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"11","0.018019040","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"12","0.018048571","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=350 Win=9617 Len=0 TSval=2474323016 TSecr=519146557"
"13","0.027101963","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"14","0.027121761","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"15","0.027125312","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"16","0.027153776","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=503 Win=9617 Len=0 TSval=2474323025 TSecr=519146560"
"17","0.036019134","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"18","0.036035539","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"19","0.036039137","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"20","0.036042184","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"21","0.036045559","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"22","0.036048548","10.76.105.1","10.244.105.1","MAVLink 2.0","119","ESTIMATOR_STATUS"
"23","0.036050727","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=825 Win=9615 Len=0 TSval=2474323034 TSecr=519146570"
"24","0.036052637","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"25","0.036090495","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=1006 Win=9617 Len=0 TSval=2474323034 TSecr=519146576"
"26","0.045113652","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"27","0.045131199","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"28","0.045134738","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"29","0.045196665","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=1157 Win=9617 Len=0 TSval=2474323043 TSecr=519146581"
"30","0.054068647","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"31","0.054086791","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"32","0.054091141","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"33","0.054604797","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=1315 Win=9617 Len=0 TSval=2474323052 TSecr=519146597"
"34","0.062963518","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"35","0.062984804","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"36","0.062990877","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"37","0.063028642","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=1612 Win=9617 Len=0 TSval=2474323061 TSecr=519146598"
"38","0.072074731","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"39","0.072092821","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"40","0.072096350","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"41","0.072138819","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=1754 Win=9617 Len=0 TSval=2474323070 TSecr=519146603"
"42","0.081026478","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"43","0.081062418","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"44","0.081101063","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=1838 Win=9617 Len=0 TSval=2474323079 TSecr=519146619"
"45","0.090135251","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"46","0.090153488","10.76.105.1","10.244.105.1","MAVLink 2.0","123","GPS_RAW_INT"
"47","0.090201177","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=1968 Win=9617 Len=0 TSval=2474323088 TSecr=519146620"
"48","0.099149582","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"49","0.099175283","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"50","0.099179325","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"51","0.099182347","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"52","0.099185457","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"53","0.099188505","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"54","0.099232796","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=2454 Win=9617 Len=0 TSval=2474323097 TSecr=519146637"
"55","0.101201972","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"56","0.104298679","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"57","0.104328215","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"58","0.104384421","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=2543 Win=9617 Len=0 TSval=2474323102 TSecr=519146646"
"59","0.135058301","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"60","0.135082616","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"61","0.135086731","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"62","0.135090105","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"63","0.135143630","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=2713 Win=9617 Len=0 TSval=2474323133 TSecr=519146657"
"64","0.144242846","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"65","0.144271026","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"66","0.144276114","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"67","0.144280115","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"68","0.144283541","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"69","0.144286705","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"70","0.144289936","10.76.105.1","10.244.105.1","MAVLink 2.0","80","EXTENDED_SYS_STATE"
"71","0.144293268","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"72","0.144296482","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"73","0.144299775","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"74","0.144464007","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=3320 Win=9617 Len=0 TSval=2474323142 TSecr=519146671"
"75","0.175348357","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"76","0.175382763","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"77","0.175389982","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"78","0.175395579","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"79","0.175400970","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"80","0.175515430","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=3531 Win=9617 Len=0 TSval=2474323173 TSecr=519146699"
"81","0.184581911","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"82","0.184623695","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"83","0.184634611","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"84","0.184642959","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"85","0.184650996","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"86","0.184659089","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"87","0.184667289","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"88","0.184675620","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"89","0.184743255","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=4119 Win=9617 Len=0 TSval=2474323182 TSecr=519146704"
"90","0.193578185","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"91","0.193630966","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"92","0.193643715","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"93","0.193777779","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=4448 Win=9617 Len=0 TSval=2474323191 TSecr=519146737"
"94","0.202458156","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"95","0.202523998","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"96","0.202540009","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"97","0.202645823","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=4605 Win=9617 Len=0 TSval=2474323200 TSecr=519146740"
"98","0.211329756","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"99","0.211371112","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"100","0.211469849","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=4658 Win=9617 Len=0 TSval=2474323209 TSecr=519146749"
"101","0.220409273","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"102","0.220475791","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"103","0.220639250","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=4711 Win=9617 Len=0 TSval=2474323218 TSecr=519146757"
"104","0.229480316","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"105","0.229534687","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"106","0.229548581","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"107","0.229697615","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=4864 Win=9617 Len=0 TSval=2474323227 TSecr=519146760"
"108","0.238403142","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"109","0.238450008","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"110","0.238461514","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"111","0.238470847","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"112","0.238479538","10.76.105.1","10.244.105.1","MAVLink 2.0","119","ESTIMATOR_STATUS"
"113","0.238488226","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"114","0.238497100","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"115","0.238628481","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=5367 Win=9617 Len=0 TSval=2474323236 TSecr=519146770"
"116","0.247638490","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"117","0.247711165","10.76.105.1","10.244.105.1","MAVLink 2.0","98","VIBRATION"
"118","0.247728847","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"119","0.247910545","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=5505 Win=9617 Len=0 TSval=2474323246 TSecr=519146780"
"120","0.256316252","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"121","0.256360190","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"122","0.256371525","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"123","0.256536870","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=5663 Win=9617 Len=0 TSval=2474323254 TSecr=519146797"
"124","0.265590380","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"125","0.265645168","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"126","0.265658691","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"127","0.265668891","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"128","0.265678920","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"129","0.265850396","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=6048 Win=9617 Len=0 TSval=2474323263 TSecr=519146798"
"130","0.274562591","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"131","0.274624812","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"132","0.274640378","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"133","0.274653579","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"134","0.275019190","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=6260 Win=9617 Len=0 TSval=2474323273 TSecr=519146816"
"135","0.283318441","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"136","0.283369079","10.76.105.1","10.244.105.1","MAVLink 2.0","123","GPS_RAW_INT"
"137","0.285905474","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=6361 Win=9617 Len=0 TSval=2474323284 TSecr=519146826"
"138","0.301786077","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"139","0.301842470","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"140","0.301856148","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"141","0.301866599","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"142","0.301877246","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"143","0.301984552","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=6774 Win=9617 Len=0 TSval=2474323300 TSecr=519146837"
"144","0.310480598","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"145","0.310525617","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"146","0.310537020","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"147","0.310546548","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"148","0.310619342","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=6936 Win=9617 Len=0 TSval=2474323308 TSecr=519146841"
"149","0.319203952","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"150","0.319245212","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"151","0.319260924","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"152","0.319336683","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=7033 Win=9617 Len=0 TSval=2474323317 TSecr=519146857"
"153","0.328283484","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"154","0.328321365","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"155","0.328333588","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"156","0.330450685","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=7403 Win=9617 Len=0 TSval=2474323328 TSecr=519146858"
"157","0.337371294","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"158","0.337520493","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"159","0.337562096","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"160","0.337575109","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"161","0.337586129","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"162","0.337619165","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=7630 Win=9617 Len=0 TSval=2474323335 TSecr=519146874"
"163","0.346365595","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"164","0.346406034","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"165","0.352755916","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=7699 Win=9617 Len=0 TSval=2474323350 TSecr=519146888"
"166","0.355262953","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"167","0.355339781","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"168","0.355509445","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=7783 Win=9617 Len=0 TSval=2474323353 TSecr=519146899"
"169","0.364362392","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"170","0.364420474","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"171","0.364446770","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"172","0.370216590","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=7910 Win=9617 Len=0 TSval=2474323368 TSecr=519146900"
"173","0.373644004","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"174","0.373689264","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"175","0.373701680","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"176","0.373825848","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=8260 Win=9617 Len=0 TSval=2474323371 TSecr=519146904"
"177","0.382099631","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"178","0.382148377","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"179","0.382229361","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"180","0.382322452","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=8417 Win=9617 Len=0 TSval=2474323380 TSecr=519146919"
"181","0.391269850","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"182","0.391310986","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"183","0.391328366","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"184","0.393085472","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=8749 Win=9617 Len=0 TSval=2474323391 TSecr=519146926"
"185","0.400438658","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"186","0.400491315","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"187","0.400512129","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"188","0.400528546","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"189","0.400680734","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=8939 Win=9617 Len=0 TSval=2474323398 TSecr=519146937"
"190","0.409416477","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"191","0.409456444","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"192","0.409469843","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"193","0.415861939","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=9036 Win=9617 Len=0 TSval=2474323414 TSecr=519146950"
"194","0.418276044","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"195","0.418335827","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"196","0.418358127","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"197","0.418495826","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=9133 Win=9617 Len=0 TSval=2474323416 TSecr=519146958"
"198","0.427301895","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"199","0.427349855","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"200","0.427416654","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=9451 Win=9617 Len=0 TSval=2474323425 TSecr=519146958"
"201","0.436394691","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"202","0.436442640","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"203","0.436460370","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"204","0.436475357","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"205","0.436489566","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"206","0.436503341","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"207","0.436517460","10.76.105.1","10.244.105.1","MAVLink 2.0","119","ESTIMATOR_STATUS"
"208","0.436602550","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=9746 Win=9617 Len=0 TSval=2474323434 TSecr=519146968"
"209","0.445396621","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"210","0.445455687","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"211","0.445581559","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=9852 Win=9617 Len=0 TSval=2474323443 TSecr=519146978"
"212","0.454195423","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"213","0.463227369","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"214","0.463430188","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=9936 Win=9617 Len=0 TSval=2474323461 TSecr=519146999"
"215","0.472521897","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"216","0.472555914","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"217","0.472567401","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"218","0.472577746","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"219","0.472587193","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"220","0.472596161","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"221","0.472605518","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"222","0.472731535","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=10449 Win=9617 Len=0 TSval=2474323470 TSecr=519147000"
"223","0.481261625","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"224","0.481287693","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"225","0.481298535","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"226","0.481307458","10.76.105.1","10.244.105.1","MAVLink 2.0","123","GPS_RAW_INT"
"227","0.481397315","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=10663 Win=9617 Len=0 TSval=2474323479 TSecr=519147018"
"228","0.499426056","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"229","0.499478177","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"230","0.499495191","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"231","0.499654470","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=10992 Win=9617 Len=0 TSval=2474323497 TSecr=519147037"
"232","0.508192815","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"233","0.508230150","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"234","0.508244585","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"235","0.508256026","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"236","0.508267215","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"237","0.508279121","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"238","0.508384393","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=11238 Win=9617 Len=0 TSval=2474323506 TSecr=519147039"
"239","0.517514643","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"240","0.517528045","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"241","0.517531956","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"242","0.517606288","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=1 Ack=11395 Win=9617 Len=0 TSval=2474323515 TSecr=519147058"
