"No.","Time","Source","Destination","Protocol","Length","Info"
"1035","2.193969289","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=48359 Win=9617 Len=0 TSval=2474325192 TSecr=519148738"
"1036","2.194011546","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1037","2.194063075","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=48432 Win=9617 Len=0 TSval=2474325192 TSecr=519148739"
"1038","2.203026430","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1039","2.209806639","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=48465 Win=9617 Len=0 TSval=2474325207 TSecr=519148739"
"1040","2.212042544","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1041","2.212098484","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1042","2.212175305","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=48518 Win=9617 Len=0 TSval=2474325210 TSecr=519148748"
"1043","2.213888822","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1044","2.213950397","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1045","2.213967778","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1046","2.214078539","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=48675 Win=9617 Len=0 TSval=2474325212 TSecr=519148758"
"1047","2.255521938","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1048","2.255567544","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1049","2.255578750","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1050","2.255700733","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=49007 Win=9617 Len=0 TSval=2474325253 TSecr=519148766"
"1051","2.264883288","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"1052","2.264932136","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"1053","2.264944533","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1054","2.264954611","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1055","2.264964313","10.76.105.1","10.244.105.1","MAVLink 2.0","119","ESTIMATOR_STATUS"
"1056","2.264973948","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1057","2.264983547","10.76.105.1","10.244.105.1","MAVLink 2.0","98","VIBRATION"
"1058","2.264995615","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"1059","2.265005315","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1060","2.265014940","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1061","2.265025429","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1062","2.265035179","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1063","2.265044224","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1064","2.265054645","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1065","2.265066353","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1066","2.265076871","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1067","2.265087603","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1068","2.265408954","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=49907 Win=9617 Len=0 TSval=2474325263 TSecr=519148775"
"1069","2.274108676","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"1070","2.274260077","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=49961 Win=9617 Len=0 TSval=2474325272 TSecr=519148816"
"1071","2.282694539","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1072","2.282919689","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=50001 Win=9617 Len=0 TSval=2474325281 TSecr=519148819"
"1073","2.291513344","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1074","2.291553887","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1075","2.291564372","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"1076","2.291572997","10.76.105.1","10.244.105.1","MAVLink 2.0","123","GPS_RAW_INT"
"1077","2.291694929","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=50220 Win=9617 Len=0 TSval=2474325289 TSecr=519148820"
"1078","2.301019642","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1079","2.301065790","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1080","2.301077417","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1081","2.301086480","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1082","2.301095530","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1083","2.301105145","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1084","2.301104872","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=50549 Win=9615 Len=0 TSval=2474325299 TSecr=519148837"
"1085","2.301217876","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=50707 Win=9617 Len=0 TSval=2474325299 TSecr=519148840"
"1086","2.302977113","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1087","2.303029173","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1088","2.303041608","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1089","2.303174019","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=50796 Win=9617 Len=0 TSval=2474325301 TSecr=519148847"
"1090","2.335599782","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1091","2.335652496","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1092","2.335665652","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1093","2.335795940","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=50954 Win=9617 Len=0 TSval=2474325333 TSecr=519148860"
"1094","2.344637927","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1095","2.344680708","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1096","2.344691424","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"1097","2.344699943","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"1098","2.344708057","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1099","2.344716126","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1100","2.344724248","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1101","2.344732387","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"1102","2.344740370","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1103","2.344748730","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1104","2.344811731","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=51559 Win=9617 Len=0 TSval=2474325342 TSecr=519148870"
"1105","2.353851026","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1106","2.353909366","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1107","2.353923999","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1108","2.353935137","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1109","2.353945906","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1110","2.354057061","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=51770 Win=9617 Len=0 TSval=2474325352 TSecr=519148897"
"1111","2.363008150","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1112","2.363088608","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1113","2.363260603","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52066 Win=9617 Len=0 TSval=2474325361 TSecr=519148904"
"1114","2.371655662","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"1115","2.371893394","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52120 Win=9617 Len=0 TSval=2474325370 TSecr=519148916"
"1116","2.380487808","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1117","2.380705533","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52160 Win=9617 Len=0 TSval=2474325378 TSecr=519148919"
"1118","2.389504537","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1119","2.389528834","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1120","2.389548501","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1121","2.389676251","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52314 Win=9617 Len=0 TSval=2474325387 TSecr=519148920"
"1122","2.399100508","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1123","2.399139196","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1124","2.399150751","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1125","2.399160694","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1126","2.399175383","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1127","2.399186882","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1128","2.399279730","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52800 Win=9617 Len=0 TSval=2474325397 TSecr=519148936"
"1129","2.404411229","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1130","2.404458695","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1131","2.404626019","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52853 Win=9617 Len=0 TSval=2474325402 TSecr=519148948"
"1132","2.408027584","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"1133","2.408114189","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52897 Win=9617 Len=0 TSval=2474325406 TSecr=519148952"
"1134","2.415665448","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1135","2.415744846","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1136","2.415755320","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=52937 Win=9617 Len=0 TSval=2474325413 TSecr=519148958"
"1137","2.415774962","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1138","2.415828575","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=53054 Win=9617 Len=0 TSval=2474325413 TSecr=519148958"
"1139","2.424483161","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1140","2.424656910","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=53090 Win=9617 Len=0 TSval=2474325422 TSecr=519148965"
"1141","2.433540759","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1142","2.433593016","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1143","2.433611190","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"1144","2.433625077","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"1145","2.433638050","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1146","2.433651352","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1147","2.433731374","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=53540 Win=9617 Len=0 TSval=2474325431 TSecr=519148969"
"1148","2.442620775","10.76.105.1","10.244.105.1","MAVLink 2.0","119","ESTIMATOR_STATUS"
"1149","2.442670254","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1150","2.442688613","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"1151","2.442703990","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1152","2.446313081","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=53713 Win=9617 Len=0 TSval=2474325444 TSecr=519148978"
"1153","2.460566085","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1154","2.460623775","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1155","2.460644217","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1156","2.460660213","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1157","2.460675494","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1158","2.460755621","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=53924 Win=9617 Len=0 TSval=2474325458 TSecr=519148998"
"1159","2.470524036","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1160","2.470595398","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1161","2.470617268","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1162","2.470696200","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=54256 Win=9617 Len=0 TSval=2474325468 TSecr=519149002"
"1163","2.480047635","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"1164","2.480109565","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1165","2.480131080","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1166","2.480147836","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1167","2.480163484","10.76.105.1","10.244.105.1","MAVLink 2.0","123","GPS_RAW_INT"
"1168","2.480250328","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=54525 Win=9617 Len=0 TSval=2474325478 TSecr=519149017"
"1169","2.535825754","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1170","2.535933472","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1171","2.535961953","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1172","2.536064750","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=54854 Win=9617 Len=0 TSval=2474325534 TSecr=519149036"
"1173","2.544833241","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1174","2.544867422","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1175","2.544881563","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1176","2.544893099","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1177","2.544904330","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1178","2.544916296","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1179","2.544927262","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1180","2.544941465","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1181","2.544952287","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1182","2.544963917","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1183","2.544975233","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1184","2.544986012","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"1185","2.544996745","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"1186","2.545007724","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1187","2.545018427","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1188","2.545029005","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"1189","2.545039826","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1190","2.545847687","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=55824 Win=9617 Len=0 TSval=2474325543 TSecr=519149040"
"1191","2.546281056","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"1192","2.546324564","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=55837 Win=9617 Len=0 TSval=2474325544 TSecr=519149085"
"1193","2.546325643","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1194","2.546341413","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1195","2.546358266","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=55906 Win=9617 Len=0 TSval=2474325544 TSecr=519149087"
"1196","2.554831265","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1197","2.554870754","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1198","2.554888235","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1199","2.554901470","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1200","2.554914446","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1201","2.558452629","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1202","2.558473729","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1203","2.562017228","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=56413 Win=9617 Len=0 TSval=2474325560 TSecr=519149097"
"1204","2.575238589","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"1205","2.575263730","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1206","2.575271351","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1207","2.575272350","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=56467 Win=9617 Len=0 TSval=2474325573 TSecr=519149116"
"1208","2.575277832","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1209","2.575308672","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=56625 Win=9617 Len=0 TSval=2474325573 TSecr=519149118"
"1210","2.584270402","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1211","2.588413437","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=56661 Win=9617 Len=0 TSval=2474325586 TSecr=519149126"
"1212","2.602117932","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1213","2.602149859","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1214","2.602149836","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=56905 Win=9617 Len=0 TSval=2474325600 TSecr=519149136"
"1215","2.602154408","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1216","2.602157693","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1217","2.602192761","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=57030 Win=9617 Len=0 TSval=2474325600 TSecr=519149136"
"1218","2.611231015","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1219","2.611256623","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1220","2.611262000","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=57074 Win=9617 Len=0 TSval=2474325609 TSecr=519149140"
"1221","2.611265248","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1222","2.611272110","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1223","2.611343067","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=57201 Win=9617 Len=0 TSval=2474325609 TSecr=519149141"
"1224","2.620250134","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1225","2.620274201","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1226","2.620282608","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1227","2.620306606","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=57358 Win=9617 Len=0 TSval=2474325618 TSecr=519149157"
"1228","2.629934806","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1229","2.629960892","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1230","2.629969924","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1231","2.629977680","10.76.105.1","10.244.105.1","MAVLink 2.0","87","HEARTBEAT"
"1232","2.630025050","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=57711 Win=9617 Len=0 TSval=2474325628 TSecr=519149167"
"1233","2.632444196","10.76.105.1","10.244.105.1","MAVLink 2.0","92","TIMESYNC"
"1234","2.632469810","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ALTITUDE"
"1235","2.632480165","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1236","2.632488511","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1237","2.632496558","10.76.105.1","10.244.105.1","MAVLink 2.0","127","BATTERY_STATUS"
"1238","2.632504282","10.76.105.1","10.244.105.1","MAVLink 2.0","119","ESTIMATOR_STATUS"
"1239","2.632512341","10.76.105.1","10.244.105.1","MAVLink 2.0","80","EXTENDED_SYS_STATE"
"1240","2.632538836","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=57993 Win=9617 Len=0 TSval=2474325630 TSecr=519149177"
"1241","2.633482705","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1242","2.633569557","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=58066 Win=9617 Len=0 TSval=2474325631 TSecr=519149178"
"1243","2.637110390","10.76.105.1","10.244.105.1","MAVLink 2.0","88","PING"
"1244","2.637165887","10.76.105.1","10.244.105.1","MAVLink 2.0","109","SYS_STATUS"
"1245","2.637185121","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=58088 Win=9617 Len=0 TSval=2474325635 TSecr=519149181"
"1246","2.637186851","10.76.105.1","10.244.105.1","MAVLink 2.0","89","SYSTEM_TIME"
"1247","2.637202692","10.76.105.1","10.244.105.1","MAVLink 2.0","98","VIBRATION"
"1248","2.637265429","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=95 Ack=58186 Win=9617 Len=0 TSval=2474325635 TSecr=519149181"
"1249","2.637324789","10.244.105.1","10.76.105.1","MAVLink 2.0","92","PING"
"1250","2.637577257","10.76.105.1","10.244.105.1","MAVLink 2.0","100","LINK_NODE_STATUS"
"1251","2.642943067","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
"1252","2.644898734","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=121 Ack=58253 Win=9617 Len=0 TSval=2474325643 TSecr=519149182"
"1253","2.695403373","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1254","2.695476065","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1255","2.695495025","10.76.105.1","10.244.105.1","MAVLink 2.0","139","HIGHRES_IMU"
"1256","2.695509039","10.76.105.1","10.244.105.1","MAVLink 2.0","90","SERVO_OUTPUT_RAW"
"1257","2.695523199","10.76.105.1","10.244.105.1","MAVLink 2.0","95","VFR_HUD"
"1258","2.695608234","10.244.105.1","10.76.105.1","TCP","66","36286  >  5760 [ACK] Seq=121 Ack=58463 Win=9617 Len=0 TSval=2474325693 TSecr=519149198"
"1259","2.704911332","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1260","2.704995025","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1261","2.705016886","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_TARGET"
"1262","2.705033076","10.76.105.1","10.244.105.1","MAVLink 2.0","79","MISSION_CURRENT"
"1263","2.705048062","10.76.105.1","10.244.105.1","MAVLink 2.0","102","SCALED_IMU"
"1264","2.705063641","10.76.105.1","10.244.105.1","MAVLink 2.0","120","RC_CHANNELS"
"1265","2.705078253","10.76.105.1","10.244.105.1","MAVLink 2.0","106","ATTITUDE"
"1266","2.705092674","10.76.105.1","10.244.105.1","MAVLink 2.0","110","ATTITUDE_QUATERNION"
"1267","2.705107130","10.76.105.1","10.244.105.1","MAVLink 2.0","140","HIGHRES_IMU"
"1268","2.705121647","10.76.105.1","10.244.105.1","MAVLink 2.0","123","GPS_RAW_INT"
"1269","2.705136700","10.76.105.1","10.244.105.1","MAVLink 2.0","310","ODOMETRY"
"1270","2.705150372","10.76.105.1","10.244.105.1","MAVLink 2.0","118","ACTUATOR_CONTROL_TARGET"
"1271","2.705256387","10.76.105.1","10.244.105.1","MAVLink 2.0","99","SERVO_OUTPUT_RAW"
